date,dcoilwtico
10/21/2013,99.27999878
10/22/2013,97.62999725
10/23/2013,96.90000153
10/24/2013,96.65000153
10/25/2013,97.40000153
10/28/2013,98.73999786
10/29/2013,98.29000092
10/30/2013,96.80999756
10/31/2013,96.29000092
11/1/2013,94.55999756
11/4/2013,94.58000183
11/5/2013,93.40000153
11/6/2013,94.73999786
11/7/2013,94.25
11/8/2013,94.55999756
11/11/2013,95.12999725
11/12/2013,93.12000275
11/13/2013,93.91000366
11/14/2013,93.76000214
11/15/2013,93.80000305
11/18/2013,93.02999878
11/19/2013,93.34999847
11/20/2013,93.33999634
11/21/2013,95.34999847
11/22/2013,94.52999878
11/25/2013,93.86000061
11/26/2013,93.41000366
11/27/2013,92.05000305
11/28/2013,
11/29/2013,92.55000305
12/2/2013,93.61000061
12/3/2013,95.83000183
12/4/2013,96.97000122
12/5/2013,97.13999939
12/6/2013,97.48000336
12/9/2013,97.09999847
12/10/2013,98.31999969
12/11/2013,97.25
12/12/2013,97.20999908
12/13/2013,96.26999664
12/16/2013,97.18000031
12/17/2013,96.98999786
12/18/2013,97.58999634
12/19/2013,98.40000153
12/20/2013,99.11000061
12/23/2013,98.62000275
12/24/2013,98.87000275
12/25/2013,
12/26/2013,99.18000031
12/27/2013,99.94000244
12/30/2013,98.90000153
12/31/2013,98.16999817
1/1/2014,
1/2/2014,95.13999939
1/3/2014,93.66000366
1/6/2014,93.12000275
1/7/2014,93.30999756
1/8/2014,91.90000153
1/9/2014,91.36000061
1/10/2014,92.38999939
1/13/2014,91.44999695
1/14/2014,92.15000153
1/15/2014,93.77999878
1/16/2014,93.54000092
1/17/2014,93.95999908
1/20/2014,
1/21/2014,94.51000214
1/22/2014,96.34999847
1/23/2014,97.23000336
1/24/2014,96.66000366
1/27/2014,95.81999969
1/28/2014,97.48999786
1/29/2014,97.33999634
1/30/2014,98.25
1/31/2014,97.55000305
2/3/2014,96.44000244
2/4/2014,97.23999786
2/5/2014,97.40000153
2/6/2014,97.83999634
2/7/2014,99.98000336
2/10/2014,100.1200027
2/11/2014,99.95999908
2/12/2014,100.3799973
2/13/2014,100.2699966
2/14/2014,100.3099976
2/17/2014,
2/18/2014,102.5400009
2/19/2014,103.4599991
2/20/2014,103.1999969
2/21/2014,102.5299988
2/24/2014,103.1699982
2/25/2014,102.1999969
2/26/2014,102.9300003
2/27/2014,102.6800003
2/28/2014,102.8799973
3/3/2014,105.3399963
3/4/2014,103.6399994
3/5/2014,101.75
3/6/2014,101.8199997
3/7/2014,102.8199997
3/10/2014,101.3899994
3/11/2014,100.2900009
3/12/2014,98.29000092
3/13/2014,98.56999969
3/14/2014,99.23000336
3/17/2014,98.43000031
3/18/2014,100.0800018
3/19/2014,100.7099991
3/20/2014,99.68000031
3/21/2014,99.97000122
3/24/2014,100.0500031
3/25/2014,99.66000366
3/26/2014,100.6100006
3/27/2014,101.25
3/28/2014,101.7300034
3/31/2014,101.5699997
4/1/2014,99.69000244
4/2/2014,99.59999847
4/3/2014,100.2900009
4/4/2014,101.1600037
4/7/2014,100.4300003
4/8/2014,102.5699997
4/9/2014,103.5500031
4/10/2014,103.3700027
4/11/2014,103.6800003
4/14/2014,104.0500031
4/15/2014,103.6999969
4/16/2014,103.7099991
4/17/2014,104.3300018
4/18/2014,
4/21/2014,104.3499985
4/22/2014,101.6900024
4/23/2014,101.4700012
4/24/2014,102.1999969
4/25/2014,100.8499985
4/28/2014,101.1299973
4/29/2014,101.5599976
4/30/2014,100.0699997
5/1/2014,99.69000244
5/2/2014,100.0899963
5/5/2014,99.73999786
5/6/2014,99.80999756
5/7/2014,101.0599976
5/8/2014,100.5199966
5/9/2014,100.3199997
5/12/2014,100.8899994
5/13/2014,102.0100021
5/14/2014,102.6299973
5/15/2014,101.7399979
5/16/2014,102.3099976
5/19/2014,102.9499969
5/20/2014,102.8000031
5/21/2014,104.3099976
5/22/2014,104.0299988
5/23/2014,105.0100021
5/26/2014,
5/27/2014,104.7799988
5/28/2014,103.3700027
5/29/2014,104.2600021
5/30/2014,103.4000015
6/2/2014,103.0699997
6/3/2014,103.3399963
6/4/2014,103.2699966
6/5/2014,103.1699982
6/6/2014,103.3199997
6/9/2014,105.0899963
6/10/2014,105.0199966
6/11/2014,105.0400009
6/12/2014,107.1999969
6/13/2014,107.4899979
6/16/2014,107.5199966
6/17/2014,106.9499969
6/18/2014,106.6399994
6/19/2014,107.0800018
6/20/2014,107.9499969
6/23/2014,106.8300018
6/24/2014,106.6399994
6/25/2014,107.0400009
6/26/2014,106.4899979
6/27/2014,106.4599991
6/30/2014,106.0699997
7/1/2014,106.0599976
7/2/2014,105.1800003
7/3/2014,104.7600021
7/4/2014,
7/7/2014,104.1900024
7/8/2014,104.0599976
7/9/2014,102.9300003
7/10/2014,103.6100006
7/11/2014,101.4800034
7/14/2014,101.7300034
7/15/2014,100.5599976
7/16/2014,101.8799973
7/17/2014,103.8399963
7/18/2014,103.8300018
7/21/2014,105.3399963
7/22/2014,104.5899963
7/23/2014,103.8099976
7/24/2014,102.7600021
7/25/2014,105.2300034
7/28/2014,105.6800003
7/29/2014,104.9100037
7/30/2014,104.2900009
7/31/2014,98.23000336
8/1/2014,97.86000061
8/4/2014,98.26000214
8/5/2014,97.33999634
8/6/2014,96.93000031
8/7/2014,97.33999634
8/8/2014,97.61000061
8/11/2014,98.08999634
8/12/2014,97.36000061
8/13/2014,97.56999969
8/14/2014,95.54000092
8/15/2014,97.30000305
8/18/2014,96.44000244
8/19/2014,94.34999847
8/20/2014,96.40000153
8/21/2014,93.97000122
8/22/2014,93.61000061
8/25/2014,95.38999939
8/26/2014,95.77999878
8/27/2014,95.81999969
8/28/2014,96.44000244
8/29/2014,97.86000061
9/1/2014,
9/2/2014,92.91999817
9/3/2014,95.5
9/4/2014,94.51000214
9/5/2014,93.31999969
9/8/2014,92.63999939
9/9/2014,92.73000336
9/10/2014,91.70999908
9/11/2014,92.88999939
9/12/2014,92.18000031
9/15/2014,92.86000061
9/16/2014,94.91000366
9/17/2014,94.33000183
9/18/2014,93.06999969
9/19/2014,92.43000031
9/22/2014,91.45999908
9/23/2014,91.55000305
9/24/2014,93.59999847
9/25/2014,93.58999634
9/26/2014,95.55000305
9/29/2014,94.52999878
9/30/2014,91.16999817
10/1/2014,90.73999786
10/2/2014,91.01999664
10/3/2014,89.76000214
10/6/2014,90.33000183
10/7/2014,88.88999939
10/8/2014,87.29000092
10/9/2014,85.76000214
10/10/2014,85.87000275
10/13/2014,85.73000336
10/14/2014,81.72000122
10/15/2014,81.81999969
10/16/2014,82.33000183
10/17/2014,82.80000305
10/20/2014,82.76000214
10/21/2014,83.25
10/22/2014,80.51999664
10/23/2014,82.80999756
10/24/2014,81.26999664
10/27/2014,81.26000214
10/28/2014,81.36000061
10/29/2014,82.25
10/30/2014,81.05999756
10/31/2014,80.52999878
11/3/2014,78.76999664
11/4/2014,77.15000153
11/5/2014,78.70999908
11/6/2014,77.87000275
11/7/2014,78.70999908
11/10/2014,77.43000031
11/11/2014,77.84999847
11/12/2014,77.16000366
11/13/2014,74.12999725
11/14/2014,75.91000366
11/17/2014,75.63999939
11/18/2014,74.55000305
11/19/2014,74.55000305
11/20/2014,75.62999725
11/21/2014,76.51999664
11/24/2014,75.73999786
11/25/2014,74.04000092
11/26/2014,73.69999695
11/27/2014,
11/28/2014,65.94000244
12/1/2014,68.98000336
12/2/2014,66.98999786
12/3/2014,67.30000305
12/4/2014,66.73000336
12/5/2014,65.88999939
12/8/2014,63.13000107
12/9/2014,63.74000168
12/10/2014,60.99000168
12/11/2014,60.00999832
12/12/2014,57.81000137
12/15/2014,55.95999908
12/16/2014,55.97000122
12/17/2014,56.43000031
12/18/2014,54.18000031
12/19/2014,56.90999985
12/22/2014,55.25
12/23/2014,56.77999878
12/24/2014,55.70000076
12/25/2014,
12/26/2014,54.59000015
12/29/2014,53.45999908
12/30/2014,54.13999939
12/31/2014,53.45000076
1/1/2015,
1/2/2015,52.72000122
1/5/2015,50.04999924
1/6/2015,47.97999954
1/7/2015,48.68999863
1/8/2015,48.79999924
1/9/2015,48.34999847
1/12/2015,46.06000137
1/13/2015,45.91999817
1/14/2015,48.49000168
1/15/2015,46.36999893
1/16/2015,48.49000168
1/19/2015,
1/20/2015,46.79000092
1/21/2015,47.84999847
1/22/2015,45.93000031
1/23/2015,45.25999832
1/26/2015,44.79999924
1/27/2015,45.84000015
1/28/2015,44.08000183
1/29/2015,44.11999893
1/30/2015,47.79000092
2/2/2015,49.25
2/3/2015,53.04000092
2/4/2015,48.45000076
2/5/2015,50.47999954
2/6/2015,51.65999985
2/9/2015,52.99000168
2/10/2015,50.06000137
2/11/2015,48.79999924
2/12/2015,51.16999817
2/13/2015,52.65999985
2/16/2015,
2/17/2015,53.56000137
2/18/2015,52.13000107
2/19/2015,51.11999893
2/20/2015,49.95000076
2/23/2015,49.56000137
2/24/2015,48.47999954
2/25/2015,50.25
2/26/2015,47.65000153
2/27/2015,49.84000015
3/2/2015,49.59000015
3/3/2015,50.43000031
3/4/2015,51.52999878
3/5/2015,50.75999832
3/6/2015,49.61000061
3/9/2015,49.95000076
3/10/2015,48.41999817
3/11/2015,48.06000137
3/12/2015,47.11999893
3/13/2015,44.88000107
3/16/2015,43.93000031
3/17/2015,43.38999939
3/18/2015,44.63000107
3/19/2015,44.02000046
3/20/2015,46
3/23/2015,47.40000153
3/24/2015,47.02999878
3/25/2015,48.75
3/26/2015,51.40999985
3/27/2015,48.83000183
3/30/2015,48.65999985
3/31/2015,47.72000122
4/1/2015,50.11999893
4/2/2015,49.13000107
4/3/2015,
4/6/2015,52.08000183
4/7/2015,53.95000076
4/8/2015,50.43999863
4/9/2015,50.79000092
4/10/2015,51.63000107
4/13/2015,51.95000076
4/14/2015,53.29999924
4/15/2015,56.25
4/16/2015,56.68999863
4/17/2015,55.70999908
4/20/2015,56.36999893
4/21/2015,55.58000183
4/22/2015,56.16999817
4/23/2015,56.59000015
4/24/2015,55.97999954
4/27/2015,55.56000137
4/28/2015,57.04999924
4/29/2015,58.54999924
4/30/2015,59.61999893
5/1/2015,59.09999847
5/4/2015,58.91999817
5/5/2015,60.38000107
5/6/2015,60.93000031
5/7/2015,58.99000168
5/8/2015,59.40999985
5/11/2015,59.22999954
5/12/2015,60.72000122
5/13/2015,60.5
5/14/2015,59.88999939
5/15/2015,59.72999954
5/18/2015,59.43999863
5/19/2015,57.29999924
5/20/2015,58.95999908
5/21/2015,60.18000031
5/22/2015,58.88000107
5/25/2015,
5/26/2015,57.29000092
5/27/2015,57.50999832
5/28/2015,57.68999863
5/29/2015,60.25
6/1/2015,60.24000168
6/2/2015,61.29999924
6/3/2015,59.66999817
6/4/2015,58
6/5/2015,59.11000061
6/8/2015,58.15000153
6/9/2015,60.15000153
6/10/2015,61.36000061
6/11/2015,60.74000168
6/12/2015,59.95999908
6/15/2015,59.52999878
6/16/2015,60.00999832
6/17/2015,59.88999939
6/18/2015,60.40999985
6/19/2015,59.61999893
6/22/2015,60.00999832
6/23/2015,61.04999924
6/24/2015,60.00999832
6/25/2015,59.59000015
6/26/2015,59.40999985
6/29/2015,58.34000015
6/30/2015,59.47999954
7/1/2015,56.93999863
7/2/2015,56.93000031
7/3/2015,
7/6/2015,52.47999954
7/7/2015,52.33000183
7/8/2015,51.61000061
7/9/2015,52.75999832
7/10/2015,52.74000168
7/13/2015,52.18999863
7/14/2015,53.04999924
7/15/2015,51.40000153
7/16/2015,50.90000153
7/17/2015,50.88000107
7/20/2015,50.11000061
7/21/2015,50.59000015
7/22/2015,49.27000046
7/23/2015,48.11000061
7/24/2015,47.97999954
7/27/2015,47.16999817
7/28/2015,47.97000122
7/29/2015,48.77000046
7/30/2015,48.52999878
7/31/2015,47.11000061
8/3/2015,45.25
8/4/2015,45.75
8/5/2015,45.13000107
8/6/2015,44.68999863
8/7/2015,43.86999893
8/10/2015,44.93999863
8/11/2015,43.11000061
8/12/2015,43.22000122
8/13/2015,42.27000046
8/14/2015,42.45000076
8/17/2015,41.93000031
8/18/2015,42.58000183
8/19/2015,40.75
8/20/2015,41
8/21/2015,40.45000076
8/24/2015,38.22000122
8/25/2015,39.15000153
8/26/2015,38.5
8/27/2015,42.47000122
8/28/2015,45.29000092
8/31/2015,49.20000076
9/1/2015,45.38000107
9/2/2015,46.29999924
9/3/2015,46.75
9/4/2015,46.02000046
9/7/2015,
9/8/2015,45.91999817
9/9/2015,44.13000107
9/10/2015,45.84999847
9/11/2015,44.75
9/14/2015,44.06999969
9/15/2015,44.58000183
9/16/2015,47.11999893
9/17/2015,46.93000031
9/18/2015,44.70999908
9/21/2015,46.66999817
9/22/2015,46.16999817
9/23/2015,44.52999878
9/24/2015,44.93999863
9/25/2015,45.54999924
9/28/2015,44.40000153
9/29/2015,45.24000168
9/30/2015,45.06000137
10/1/2015,44.75
10/2/2015,45.54000092
10/5/2015,46.27999878
10/6/2015,48.52999878
10/7/2015,47.86000061
10/8/2015,49.45999908
10/9/2015,49.66999817
10/12/2015,47.09000015
10/13/2015,46.70000076
10/14/2015,46.63000107
10/15/2015,46.38000107
10/16/2015,47.29999924
10/19/2015,45.90999985
10/20/2015,45.84000015
10/21/2015,45.22000122
10/22/2015,44.90000153
10/23/2015,43.90999985
10/26/2015,43.18999863
10/27/2015,43.20999908
10/28/2015,45.93000031
10/29/2015,46.02000046
10/30/2015,46.59999847
11/2/2015,46.11999893
11/3/2015,47.88000107
11/4/2015,46.31999969
11/5/2015,45.27000046
11/6/2015,44.31999969
11/9/2015,43.86999893
11/10/2015,44.22999954
11/11/2015,42.95000076
11/12/2015,41.74000168
11/13/2015,40.68999863
11/16/2015,41.68000031
11/17/2015,40.72999954
11/18/2015,40.75
11/19/2015,40.54999924
11/20/2015,39.38999939
11/23/2015,39.27000046
11/24/2015,40.88999939
11/25/2015,41.22000122
11/26/2015,
11/27/2015,40.56999969
11/30/2015,40.43000031
12/1/2015,40.58000183
12/2/2015,39.93000031
12/3/2015,41.08000183
12/4/2015,40
12/7/2015,37.63999939
12/8/2015,37.45999908
12/9/2015,37.15999985
12/10/2015,36.75999832
12/11/2015,35.65000153
12/14/2015,36.31000137
12/15/2015,37.31999969
12/16/2015,35.54999924
12/17/2015,34.97999954
12/18/2015,34.72000122
12/21/2015,34.54999924
12/22/2015,36.11999893
12/23/2015,36.75999832
12/24/2015,37.61999893
12/25/2015,
12/28/2015,36.36000061
12/29/2015,37.88000107
12/30/2015,36.59000015
12/31/2015,37.13000107
1/1/2016,
1/4/2016,36.81000137
1/5/2016,35.97000122
1/6/2016,33.97000122
1/7/2016,33.29000092
1/8/2016,33.20000076
1/11/2016,31.42000008
1/12/2016,30.42000008
1/13/2016,30.42000008
1/14/2016,31.21999931
1/15/2016,29.45000076
1/18/2016,
1/19/2016,28.46999931
1/20/2016,26.68000031
1/21/2016,29.54999924
1/22/2016,32.06999969
1/25/2016,30.30999947
1/26/2016,29.54000092
1/27/2016,32.31999969
1/28/2016,33.20999908
1/29/2016,33.65999985
2/1/2016,31.62000084
2/2/2016,29.89999962
2/3/2016,32.29000092
2/4/2016,31.62999916
2/5/2016,30.86000061
2/8/2016,29.70999908
2/9/2016,27.95999908
2/10/2016,27.54000092
2/11/2016,26.19000053
2/12/2016,29.31999969
2/15/2016,
2/16/2016,29.04999924
2/17/2016,30.68000031
2/18/2016,30.77000046
2/19/2016,29.59000015
2/22/2016,31.37000084
2/23/2016,31.84000015
2/24/2016,30.35000038
2/25/2016,31.39999962
2/26/2016,31.64999962
2/29/2016,32.74000168
3/1/2016,34.38999939
3/2/2016,34.56999969
3/3/2016,34.56000137
3/4/2016,35.90999985
3/7/2016,37.90000153
3/8/2016,36.66999817
3/9/2016,37.61999893
3/10/2016,37.77000046
3/11/2016,38.50999832
3/14/2016,37.20000076
3/15/2016,36.31999969
3/16/2016,38.43000031
3/17/2016,40.16999817
3/18/2016,39.47000122
3/21/2016,39.90999985
3/22/2016,41.45000076
3/23/2016,38.27999878
3/24/2016,38.13999939
3/25/2016,
3/28/2016,37.99000168
3/29/2016,36.90999985
3/30/2016,36.90999985
3/31/2016,36.93999863
4/1/2016,35.36000061
4/4/2016,34.29999924
4/5/2016,34.52000046
4/6/2016,37.74000168
4/7/2016,37.29999924
4/8/2016,39.74000168
4/11/2016,40.45999908
4/12/2016,42.11999893
4/13/2016,41.70000076
4/14/2016,41.45000076
4/15/2016,40.40000153
4/18/2016,39.74000168
4/19/2016,40.88000107
4/20/2016,42.72000122
4/21/2016,43.18000031
4/22/2016,42.75999832
4/25/2016,41.66999817
4/26/2016,42.52000046
4/27/2016,45.29000092
4/28/2016,46.02999878
4/29/2016,45.97999954
5/2/2016,44.75
5/3/2016,43.65000153
5/4/2016,43.77000046
5/5/2016,44.33000183
5/6/2016,44.58000183
5/9/2016,43.45000076
5/10/2016,44.68000031
5/11/2016,46.20999908
5/12/2016,46.63999939
5/13/2016,46.22000122
5/16/2016,47.72000122
5/17/2016,48.29000092
5/18/2016,48.11999893
5/19/2016,48.15999985
5/20/2016,47.66999817
5/23/2016,48.11999893
5/24/2016,48.04000092
5/25/2016,49.09999847
5/26/2016,49
5/27/2016,49.36000061
5/30/2016,
5/31/2016,49.09999847
6/1/2016,49.06999969
6/2/2016,49.13999939
6/3/2016,48.68999863
6/6/2016,49.70999908
6/7/2016,50.36999893
6/8/2016,51.22999954
6/9/2016,50.52000046
6/10/2016,49.09000015
6/13/2016,48.88999939
6/14/2016,48.49000168
6/15/2016,47.91999817
6/16/2016,46.13999939
6/17/2016,48
6/20/2016,49.40000153
6/21/2016,48.95000076
6/22/2016,49.15999985
6/23/2016,49.34000015
6/24/2016,46.70000076
6/27/2016,45.79999924
6/28/2016,47.93000031
6/29/2016,49.84999847
6/30/2016,48.27000046
7/1/2016,49.02000046
7/4/2016,
7/5/2016,46.72999954
7/6/2016,47.36999893
7/7/2016,45.22000122
7/8/2016,45.36999893
7/11/2016,44.72999954
7/12/2016,46.81999969
7/13/2016,44.86999893
7/14/2016,45.63999939
7/15/2016,45.93000031
7/18/2016,45.22999954
7/19/2016,44.63999939
7/20/2016,44.95999908
7/21/2016,43.95999908
7/22/2016,43.40999985
7/25/2016,42.40000153
7/26/2016,42.15999985
7/27/2016,41.90000153
7/28/2016,41.13000107
7/29/2016,41.54000092
8/1/2016,40.04999924
8/2/2016,39.5
8/3/2016,40.79999924
8/4/2016,41.91999817
8/5/2016,41.83000183
8/8/2016,43.06000137
8/9/2016,42.77999878
8/10/2016,41.75
8/11/2016,43.50999832
8/12/2016,44.47000122
8/15/2016,45.72000122
8/16/2016,46.56999969
8/17/2016,46.81000137
8/18/2016,48.20000076
8/19/2016,48.47999954
8/22/2016,46.79999924
8/23/2016,47.54000092
8/24/2016,46.29000092
8/25/2016,46.97000122
8/26/2016,47.63999939
8/29/2016,46.97000122
8/30/2016,46.31999969
8/31/2016,44.68000031
9/1/2016,43.16999817
9/2/2016,44.38999939
9/5/2016,
9/6/2016,44.84999847
9/7/2016,45.47000122
9/8/2016,47.63000107
9/9/2016,45.88000107
9/12/2016,46.27999878
9/13/2016,44.90999985
9/14/2016,43.61999893
9/15/2016,43.84999847
9/16/2016,43.04000092
9/19/2016,43.34000015
9/20/2016,43.84999847
9/21/2016,45.33000183
9/22/2016,46.09999847
9/23/2016,44.36000061
9/26/2016,45.59999847
9/27/2016,44.65000153
9/28/2016,47.06999969
9/29/2016,47.72000122
9/30/2016,47.72000122
10/3/2016,48.79999924
10/4/2016,48.66999817
10/5/2016,49.75
10/6/2016,50.43999863
10/7/2016,49.75999832
10/10/2016,49.75999832
10/11/2016,50.72000122
10/12/2016,50.13999939
10/13/2016,50.47000122
10/14/2016,50.34999847
10/17/2016,49.97000122
10/18/2016,50.29999924
10/19/2016,51.59000015
10/20/2016,50.31000137
10/21/2016,50.61000061
10/24/2016,50.18000031
10/25/2016,49.45000076
10/26/2016,48.75
10/27/2016,49.70999908
10/28/2016,48.72000122
10/31/2016,46.83000183
11/1/2016,46.65999985
11/2/2016,45.31999969
11/3/2016,44.65999985
11/4/2016,44.06999969
11/7/2016,44.88000107
11/8/2016,44.95999908
11/9/2016,45.20000076
11/10/2016,44.61999893
11/11/2016,43.38999939
11/14/2016,43.29000092
11/15/2016,45.86000061
11/16/2016,45.56000137
11/17/2016,45.36999893
11/18/2016,45.68999863
11/21/2016,47.47999954
11/22/2016,48.06999969
11/23/2016,46.72000122
11/24/2016,
11/25/2016,46.72000122
11/28/2016,45.65999985
11/29/2016,45.29000092
11/30/2016,49.40999985
12/1/2016,51.08000183
12/2/2016,51.70000076
12/5/2016,51.72000122
12/6/2016,50.95000076
12/7/2016,49.84999847
12/8/2016,50.84000015
12/9/2016,51.50999832
12/12/2016,52.74000168
12/13/2016,52.99000168
12/14/2016,51.00999832
12/15/2016,50.90000153
12/16/2016,51.93000031
12/19/2016,52.13000107
12/20/2016,52.22000122
12/21/2016,51.43999863
12/22/2016,51.97999954
12/23/2016,52.00999832
12/26/2016,
12/27/2016,52.81999969
12/28/2016,54.00999832
12/29/2016,53.79999924
12/30/2016,53.75
1/2/2017,
1/3/2017,52.36000061
1/4/2017,53.25999832
1/5/2017,53.77000046
1/6/2017,53.97999954
1/9/2017,51.95000076
1/10/2017,50.81999969
1/11/2017,52.18999863
1/12/2017,53.00999832
1/13/2017,52.36000061
1/16/2017,
1/17/2017,52.45000076
1/18/2017,51.11999893
1/19/2017,51.38999939
1/20/2017,52.33000183
1/23/2017,52.77000046
1/24/2017,52.38000107
1/25/2017,52.13999939
1/26/2017,53.24000168
1/27/2017,53.18000031
1/30/2017,52.63000107
1/31/2017,52.75
2/1/2017,53.90000153
2/2/2017,53.54999924
2/3/2017,53.81000137
2/6/2017,53.00999832
2/7/2017,52.18999863
2/8/2017,52.36999893
2/9/2017,52.99000168
2/10/2017,53.84000015
2/13/2017,52.95999908
2/14/2017,53.20999908
2/15/2017,53.11000061
2/16/2017,53.40999985
2/17/2017,53.40999985
2/20/2017,
2/21/2017,54.02000046
2/22/2017,53.61000061
2/23/2017,54.47999954
2/24/2017,53.99000168
2/27/2017,54.04000092
2/28/2017,54
3/1/2017,53.81999969
3/2/2017,52.63000107
3/3/2017,53.33000183
3/6/2017,53.18999863
3/7/2017,52.68000031
3/8/2017,49.83000183
3/9/2017,48.75
3/10/2017,48.04999924
3/13/2017,47.95000076
3/14/2017,47.24000168
3/15/2017,48.34000015
3/16/2017,48.29999924
